"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0067554526153","16.2463219840269","33.8071968014216","68.196981731533","62.1067515022976","34.508181981658","25.2977148374638","23.0552330403052","24.8263608463899","20.9900297358755","21.1664988251091","16.8442123585727","30.0326146040949","36.0279949100164","33.3930348258707","28.0655374386576","30.7237838747686","31.4581213970838","31.1767764298094","35.6850643625463","39.4869819750424","33.5706594885599","28.8091090094574","28.2386511024643","25.7659052781004","28.3279907680472","32.1718386876282","29.2530585962653","30.0282377101784","31.2254199765594","23.4345496300077","30.0380758979566","","","",
"American Samoa","ASM","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0.173756354977798","0.900785791860985","1.54840360867618","1.5020366598778","1.51931173347977","1.83115895395776","4.58748221906117","4.7562283943259","4.27379925222893","3.87100430741329","3.8725406815218","","","",
"Antigua and Barbuda","ATG","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.0488460129441934","0.0485348540920949","0.14265335235378","0.142221684267861","0.19054532256601","0.187149095446039","1.55200370627751","1.55959364715982","1.84609239021885","2.82657253950307","3.68746637977407","4.9484175555167","5.65579264886605","","","",
"Australia","AUS","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.61043484992162","10.5791427004553","10.0404274656053","10.5224564619615","10.1765763183509","9.60446757026779","9.21294158718004","9.56985661887296","8.41894056887224","8.52897488565448","8.53855887053809","8.24987201460146","7.93263167146404","8.53031222543274","8.27551940604288","8.92460091843429","9.33943220375381","8.71494548789465","8.17116943027123","7.52290842272387","8.61549665361888","10.39555590576","10.529587814977","13.1764045394394","14.6271383021285","13.34208380566","14.5960251478194","15.6790778973641","17.1008318039533","19.7038905554041","22.6002911252065","26.6608674695166","","","",
"Austria","AUT","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.8884558794289","63.4170502884447","70.6270756007033","72.5835066099464","69.4421440939547","69.1934192974655","65.2150145772595","66.6954712189616","68.4742372940826","69.486741927015","73.1627895587443","69.8400294640427","69.9014384230148","62.1369528367734","65.432379349046","64.6807367728034","66.5650829958888","69.6374531374839","70.1077919552438","72.3000130270528","67.755820492633","67.5416255147159","76.0602592179387","79.3682046930774","82.5402212781564","78.1278580070139","79.2284798266675","77.0241854074365","78.1653963303554","78.1470754640731","80.9966233909424","79.9114280061055","","","",
"Azerbaijan","AZE","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.16136834830684","7.49680170575693","8.83975104994181","12.7342396724581","10.4091969722839","9.12931236798874","9.0009949084099","10.1686861487289","10.8400933437049","8.2856514084507","8.20364725386384","6.85819715340011","10.8015614138281","11.5991731654609","12.670161883738","13.1558237145855","10.2595444729658","10.8217604247723","10.3143279582313","12.2462900148399","18.424318546232","13.1861633980487","7.92239429267444","6.96411749593217","5.98006308637981","7.40635126377187","8.78410548252645","8.125","8.13428990447501","7.32701749002762","5.46925190603352","5.79875927851687","","","",
"Burundi","BDI","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","97.1092578710645","88.462803394067","91.7565928101654","98.1150534829116","88.1266083376222","85.4372535374623","86.1077496490634","88.2990091315329","84.064028457092","82.3461245571632","77.4168754270098","70.2817717120338","61.3041849395068","","","",
"Belgium","BEL","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.782538809695021","0.745106761565836","0.854274835583247","0.715757969336759","0.831266711924521","0.897752929792495","0.737197597865938","0.745880532264407","0.912446052679033","1.00575052653998","2.71746893300957","2.85388556896055","2.76352825061838","2.67162944582299","3.3085263032894","3.99451421634997","4.99038859399198","5.42542734557672","6.82941741015889","7.53211673228562","8.44429642317167","10.5547153565081","14.2377534800828","15.6357713450783","18.4604038872424","22.3212543753945","17.9644663528367","19.5543651435037","24.2593851197377","21.7445672486518","27.4037225420603","23.5469068829941","","","",
"Benin","BEN","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","3.38983050847458","2.53164556962025","2.77777777777778","1.94047619047619","2.37878787878788","2.41269841269841","2.1125","1.83950617283951","0.700934579439252","0","0","0.157205240174672","0.1875","0","0","0.729166666666667","0","0.14367816091954","1.12424242424242","1.93478260869565","1.63444108761329","2.67821782178218","1.02462121212121","0.547017189079879","0.257548845470693","","","",
"Burkina Faso","BFA","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.1974358974359","14.6939890710383","17.4684931506849","21.5483146067416","21.4050632911392","19.4332688588008","14.720802919708","18.2058823529412","21.9241935483871","18.9","13.8517647058824","8.99780941949617","8.65044247787611","8.38984375","6.23128342245989","5.18326271186441","8.37717265353418","7.8976897689769","9.7853170189099","13.1478149100257","13.4592164418754","13.982068141064","","","",
"Bangladesh","BGD","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4330056906363","10.1330108827086","8.94985383404542","6.60438844232023","8.65699100572363","3.44253192670738","6.44064842252048","6.06341710237814","6.71479583915541","5.76470588235294","8.80736795383933","7.43451011959522","6.56881864452183","5.71793831168831","4.326149483492","3.76710775047259","3.2266048212351","2.4493132133875","2.17015630467748","1.71259736771421","2.19929487807267","2.26185422687861","2.1463599958928","1.83888420855565","1.50589723489168","1.81922798267931","1.82170924803526","1.84507540216756","1.58250378979282","1.41533054353959","1.468127885908","1.50205511687497","","","",
"Bulgaria","BGR","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.45646757314729","5.973765356566","5.79331648413367","5.11092981024818","3.84968400073427","5.53734236282275","6.83350500983238","6.43412844894049","7.42489990649948","7.19776197448233","7.21092757306226","4.93768195050946","6.33566859579653","7.74882629107981","8.08200187405396","10.6716781246478","10.0321314050128","7.57756888468023","7.58196593911673","10.0107066381156","13.7701541165627","9.26997657341969","12.7739459550894","17.5077941344288","16.7400715940198","18.7939951652548","17.0803242121072","14.8994782074893","20.6174819053313","17.928087451441","19.5452225548412","22.1918096199125","","","",
"Bahrain","BHR","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00525762355415352","0.00531891316874252","0.00503693754197448","0.00493056126222368","0.00819374369323915","0.00783299891958636","0.034675081642388","0.0331765201516641","0.0331462644686075","0.0323353293413174","0.0319742852309254","0.0338337914992599","0.0335590579493019","0.0378091872791519","","","",
"Bahamas, The","BHS","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0.00667809362687265","0.0068766962517421","0.0149851840035578","0.0237400975408355","0.0716437188135397","0.0951412355237689","0.113014283902907","0.176121967163518","0.187146837890514","0.212265020515441","0.22405023958657","0.21874610832264","0.259294143719874","0.314668862486766","0.480875807854305","","","",
"Bosnia and Herzegovina","BIH","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8993985784582","37.272397533551","52.2298850574713","71.1451758340848","81.5032987747408","82.7766416723472","70.2452316076294","53.1089560752995","50.2038118321031","54.4809927122316","48.8445680314508","48.702763677383","48.8456189151599","39.9531333214983","46.9769798868636","47.5983970798286","44.0104440604103","33.9557875084861","32.8364703501315","39.8222491702834","46.8719341275403","28.7182591623037","29.9404203948303","41.4781387886081","36.7828589108911","35.5830827308209","31.8909213710812","24.4238958510768","34.7129436325678","36.9519236265935","29.5306388526728","39.3396633577902","","","",
"Belarus","BLR","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0505996053230785","0.0464696011359236","0.0452187790929645","0.0569390751895472","0.060515335860114","0.0802632635042941","0.0674308833445718","0.0805925471082626","0.119189511323004","0.071654849901946","0.107275583310984","0.123688305470215","0.11449198669489","0.110301573590716","0.110028836911246","0.120151157908336","0.121310238596712","0.157874893964623","0.210340104998859","0.346095601790888","0.373749820891245","0.431273291925466","0.553199779213611","0.845082045259784","0.73387073556931","0.824804882342586","1.16787821009355","2.18455743879473","1.98612322372134","2.50339799827011","3.49434471308498","3.1465360459759","","","",
"Belize","BLZ","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4597959314638","56.651728553137","55.3253133463501","34.1613932325715","38.7354239782633","43.1803060545575","77.591934487021","75.80547800498","85.5879785982621","68.3646727379938","89.7268564812378","90.9151923541572","87.253826162287","90.3999570227511","90.083023480874","87.08892188603","86.4542566416502","86.6896254842876","79.6738437493574","60.1764319910569","94.286746117732","92.8601757887138","","","",
"Bermuda","BMU","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.2695976773123","58.8752196836555","54.1459369817579","58.2798943794794","48.1586402266289","43.3256045048029","45.4601605929586","46.4573732718894","43.288409703504","47.3589281113115","49.7688144329897","54.2627480532529","53.0238948626045","46.0595539204415","48.4594713656388","41.0262568695298","43.9772817855719","43.9196477710512","40.5450109372371","38.7860009632365","34.3751124437781","34.7390387858347","33.3300605245461","34.1408882082695","29.0683297180043","29.4512843224092","20.8079939830235","25.1946755407654","29.7072486984381","36.3314486254631","35.9092002405292","38.2551705119956","","","",
"Brazil","BRA","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.500518353297","94.6257525269118","94.4194397100922","95.2547067974728","95.4053399271653","94.1574958000878","93.5611340368994","92.9778363670604","92.9233437348484","90.0369268275195","89.4957553523831","84.2906139272103","85.7402993019374","87.163729383898","86.0318464433105","87.1374676515322","86.7770122836764","88.2273383848482","84.334590890735","89.0545459226252","84.8163978802163","87.1951774964881","82.577658259127","76.8252008450734","72.5770927252724","73.5400962658205","79.7128089556938","78.4181545870035","81.5730752318417","81.4302357542747","83.1761424000102","77.3753492178891","","","",
"Barbados","BRB","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.0193432951303255","0.0186228409143815","0.0183684246779786","0.0178681110056396","0.0312153861645353","0.0303722064918142","0.0885579340291003","0.0881859300770916","0.115933357018643","0.15059948310371","0.251036476360732","0.302136155626623","0.426391162430528","0.979935576512594","1.34096311632544","1.32797236458363","2.31115908273211","2.30119275563441","3.40916985064258","5.44542672560354","7.32507956609401","","","",
"Brunei Darussalam","BRN","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0213607594936709","0.043489932885906","0.0424936386768448","0.038391640163562","0.0359520639147803","0.0311904761904762","0.0255269320843091","0.0377676208804426","0.037037037037037","0.0218978102189781","0.0193548387096774","0.0196525706264257","","","",
"Bhutan","BTN","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9867895576534","99.9813699310687","99.9751148005897","99.9475534088169","99.9299633843659","99.9316380092668","99.9503400867096","99.9684264842259","99.9852132908856","99.996561368117","99.9957130486226","99.9954718668503","99.9973622354176","99.9928480894466","99.9998604238926","99.9997418525436","100","99.9961154589197","100","100","100","100","","","",
"Botswana","BWA","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0451127819548872","0.0606694560669456","0.310541310541311","0.257575757575758","0.124838012958963","0.112158976086224","0.19472315124489","0.180886243386243","0.174266627940749","0.183787128712871","0.272352132049519","0.254047322540473","","","",
"Central African Republic","CAF","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7089977883832","99.7055706041691","99.7055706041691","99.7089977883832","99.8030100070916","99.8162440279309","99.8240056318198","99.8202085580726","99.8032270759544","99.8214923241699","99.822757887274","99.8241789155356","99.8243641983982","99.8243641983982","99.8370527807297","99.7266383713402","95.628494662697","96.473071423708","96.473071423708","96.473071423708","96.473071423708","96.473071423708","","","",
"Canada","CAN","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3102092749046","61.3367067919666","61.5922028966592","61.6340670208434","60.3232659458216","60.9128385076777","62.9866815327126","62.2776544338514","60.32807290509","61.1144563242645","60.6366535192123","58.071969158011","59.9214579635576","58.9480713398337","58.4755333750883","59.8663910448674","59.5711732198708","60.2797035772632","61.3689087468926","63.007196100729","61.2842400785359","62.4973838274116","63.6797418089196","64.1274123170563","63.2377737359261","64.1705621717751","65.0153378845749","66.6133476590441","65.9974637213435","65.9263041834774","67.1089532329541","67.2868623475815","","","",
"Central Europe and the Baltics","CEB","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.93254725160395","8.2246533769569","7.52193909513647","8.24771718614498","8.99332901190774","9.92279563133878","9.68521068187906","9.79237032964156","10.6766153882481","10.8094470090588","10.3062393987386","10.1820756662203","10.134313670296","8.46267566477328","10.6149176921503","11.9259340654651","11.1393164524599","10.130622303089","11.3113922723747","13.2944623337933","15.9137862156866","13.8298045229334","15.6042669089544","18.6369296291387","21.1945252589982","21.0105346472131","21.4019059496766","20.7052833238792","21.2310364096779","22.4078927257502","24.7534403772136","24.8023669805393","","","",
"Switzerland","CHE","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8256132730445","55.8538596310419","55.6132794824957","58.7607980421711","59.765625","56.7156365020942","51.0730061563076","55.0402586698789","53.8499109801635","58.5082722302736","57.8880331753554","60.1687076332611","56.3286708078235","56.0617302270367","55.6087520012198","57.2341067596567","53.1768085172812","55.894000736106","56.8966767722189","56.7025518923735","57.8559315785593","55.3378827971465","60.4690788814273","60.0794735942574","59.0078474555009","63.1393871339499","63.1348150962513","64.5196056677339","60.3342497467805","61.4673779906911","63.8591545364465","68.0622643509335","","","",
"Channel Islands","CHI","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.8373612018289","70.9733981263464","82.6946295219783","81.6647919010124","74.2651422241563","72.4051807185928","60.4529333289949","62.134726852269","48.1708862541891","38.0307371711383","49.4510704126952","55.0257459265007","56.2753314556571","51.5620662410045","48.084283705671","55.0358204405152","56.3268257411424","45.0699892324258","46.5513198445665","49.7282698198347","40.7618228149717","39.7270859647254","36.7304698140528","35.9062889208239","43.1190196882111","43.6470681836264","43.4618196485744","44.1018340193598","46.3150633357218","45.3889992667755","48.783065255438","48.0821990956395","","","",
"China","CHN","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4079398906752","18.4711307876776","17.5846836703706","18.1252601684878","18.0884357039359","19.2141393015674","17.5522106198623","17.5124660177764","18.0611563169165","16.6814659250101","16.6391375029689","18.9581214478014","17.6186164128829","15.0371010412115","16.2232487195383","16.1592699120884","15.5566024437238","15.2657979334449","17.6408195697663","17.8108790138305","18.7929868229344","16.836073329416","20.0980373624987","20.1334892653115","22.0557011175979","23.8649488788885","25.0520357144816","25.0386725537724","25.8127409492271","26.8897023697607","28.111907967469","28.427997926748","","","",
"Cote d'Ivoire","CIV","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.6666666666667","69.0148596587782","56.6486486486486","50.2285191956124","49.724692926726","60.5361384458772","54.6961325966851","46.6137434879682","34.2366981601193","36.412705003114","36.75","36.8474923234391","32.6596146581035","36.0172989974445","31.7277676950998","25.2279528252068","26.7020335985853","31.9126265316995","32.7241379310345","36.2970533128939","27.1248952221291","29.0867355304148","25.4988597491448","20.9917647058824","23.0992034757422","15.5245638200184","16.0333438188109","19.0085406609729","29.4463770996919","32.7539503386005","30.0542608076855","22.7930735930736","","","",
"Cameroon","CMR","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4797923618836","98.5608856088561","98.7212276214834","98.9406779661017","98.8235294117647","98.850987432675","98.8624612202689","98.849104859335","98.3585858585859","98.7559241706161","98.9080459770115","98.1078791301892","96.4242424242424","95.7692725298589","95.3805352798054","94.2092907092907","76.2267920094007","73.3793629601373","74.4988558352403","69.4448478561549","72.2266101694915","74.0837272113437","77.622084548105","68.5718984962406","63.2453075368178","54.888541014402","58.1957531519575","63.1284619188922","59.48771684713","60.2310503359661","59.0701734104046","53.875685364825","","","",
"Congo, Dem. Rep.","COD","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5575221238938","99.5834122325317","99.6871397991108","99.6934174932371","99.6611445783133","99.7085964060223","99.7053527582256","99.6232401348404","99.5981387478849","99.5289240625589","","","","97.2950553025374","97.4016694963214","97.328141928494","95.6184297630081","95.9127627247404","95.6391861540494","97.0237671581088","94.8008078767988","90.8239676726859","99.2926957435628","99.9848975188781","98.5309004632245","97.9230511503239","96.6408797461429","","","","95.2998721227622","90.3982710244938","","","",
"Congo, Rep.","COG","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3914807302231","100","99.0654205607477","99.171270718232","99.3827160493827","99.4350282485876","99.5633187772926","99.5584988962472","99.4186046511628","85.5855855855856","28.6086956521739","","","93.3483709273183","77.4967741935484","89.1709006928406","88.6754966887417","89.3857493857494","87.8524945770065","66.7903525046382","58.7563775510204","63.5715390564579","59.9082352941177","59.076139088729","59.5914158305463","40.7703971119134","39.4026413816458","41.639338731444","34.7990956072351","29.493023255814","28.0734375","26.2739458932488","","","",
"Colombia","COL","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3841901146959","75.6826169234928","68.6650072850899","73.2539744287974","78.4925982274385","76.4046259013016","82.9920206632535","71.6444344804394","69.7463082165846","79.8608192050815","74.1381604878162","76.8106011784202","79.1101047771266","82.0425376501171","82.2901098017134","83.5919871285555","80.7661608271963","81.5675152085747","83.9359728304585","73.1129715165512","68.5384551947088","79.7563799507936","76.7946930231826","61.6582884015081","65.0719129896443","58.8415695455239","63.0104166666667","74.4765766902119","73.2358465790428","70.1969657402226","65.2771499327459","72.688526665976","","","",
"Comoros","COM","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","10.0368016058883","12.5825731362064","12.1951219512195","11.6550116550117","12.4875124875125","9.65250965250965","10.4166666666667","9.72762645914397","7.28862973760933","8.01282051282051","7.88643533123028","8.18330605564648","8.69565217391304","0","0","0","0","0","0","0","","","",
"Cabo Verde","CPV","Renewable electricity output (% of total electricity output)","EG.ELC.RNEW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.11004784688995","2.16362797138241","3.16254120802369","2.70311084264573","2.93862254924364","2.73235618063204","2.96508847441416","2.55846864293163","1.92792162351295","1.57805621401964","1.21294597952784","7.04718198766671","19.0087101906534","21.2783357612001","22.210880119507","20.2655352418182","18.5976845803865","17.6363978722403","20.7974489083376","18.6581628053728","16.8181059359424","18.2655949281105","","","",
